Course Code,Course Name,Default Category,Proposed Specific Category,File Count,Total Size (MB),Degree Programs,Academic Years,Sample Document Titles
H01O1A,Production Engineering and Systems,Samenvattingen,Samenvattingen,10,251.59,Ba - Werktuigkunde,"2011 - 2012, 2013 - 2014, 2014 - 2015, 2017 - 2018, 2022 - 2023",Opmerkingen Productietechnieken; Warnecke Inleiding In De Productietechniek; Pts Samenvatting Roel Peetermans
H01O1A,Production Engineering and Systems,Samenvattingen,Slides / Lesmateriaal,3,11.5,Ba - Werktuigkunde,"2012 - 2013, 2018 - 2019",Beeldmateriaal Hoorcollege Lassen; Productietechnologie Inleiding Lastechnieken; Pts Pp05 Powerpoint
H01O2A,Landscape Architecture,Oefenzittingen,Verslagen & Projecten,1,0.07,Ma - Architectuur,2020 - 2021,Intro Outro Paper
H01O2A,Landscape Architecture,Samenvattingen,Samenvattingen,11,1.11,Ma - Architectuur,2020 - 2021,La Notities; Les 0212 Luis Ribeiro; Les 0912 Annelies Dingskes
H01O2A,Landscape Architecture,Samenvattingen,Slides / Lesmateriaal,6,0.11,Ma - Architectuur,2020 - 2021,Lecture 1 3okt; Lecture 2 Garofolo; Lecture 3 25 Okt Bas Smets
H01P1A,Modular Programming,Examens,Examens,16,1.77,Ba - Computerwetenschappen,"2019 - 2020, 2022 - 2023, 2023 - 2024",Examen Ogp 10 Juni 2024; Examen Ogp 26 Augustus 2023; Examen Ogp 13 Juni 2022
H01P1A,Modular Programming,Oefenzittingen,Oefenzittingen,1,0.17,Ba - Computerwetenschappen,2011 - 2012,Ogp1112sem2 Assignment 3 Draft
H01P1A,Modular Programming,Oefenzittingen,Labo & Code,2,0.0,Ba - Computerwetenschappen,2010 - 2011,Plateaufindertest; Plateaufindertestmhgw
H01P1A,Modular Programming,Samenvattingen,Overig / Other,5,0.32,Ba - Computerwetenschappen,"2010 - 2011, 2023 - 2024",Liskov Doubledispatch; Ogp In A Nutshell; Ogp Voor Macbook En Fsc4j Errors
H01P1A,Modular Programming,Samenvattingen,Samenvattingen,2,0.43,Ba - Computerwetenschappen,"2019 - 2020, 2023 - 2024",Ogp Samenvatting Olivier Deforhce; Ogp Help Lien Merckx
H01P1A,Modular Programming,Samenvattingen,Slides / Lesmateriaal,21,8.39,Ba - Computerwetenschappen,2012 - 2013,00 Introduction; 01 Totalprogramming; 02 Nominalprogramming
H01P3A,Numerical Approximation with Application in Data Science,Examens,Examens,12,73.6,Ba - Computerwetenschappen,"2013 - 2014, 2014 - 2015, 2017 - 2018, 2019 - 2020, 2020 - 2021",Examen 2026 Opgaves Toon Smits; Examenvragen Tot 2025 (maxim Bijnens); Modelvragen Michiels Uitgeschreven
H01P3A,Numerical Approximation with Application in Data Science,Oefenzittingen,Oefenzittingen,41,5.82,Ba - Computerwetenschappen,"2010 - 2011, 2013 - 2014, 2019 - 2020",Nmbvragen; Feedback Prac1; Feedback Prac2
H01P3A,Numerical Approximation with Application in Data Science,Oefenzittingen,Labo & Code,95,1.73,Ba - Computerwetenschappen,"2010 - 2011, 2013 - 2014, 2014 - 2015, 2016 - 2017, 2019 - 2020",Stability Of Least Squares Algorithms; Visualisatie Hf27; Visualisatie Si
H01P3A,Numerical Approximation with Application in Data Science,Samenvattingen,Overig / Other,13,4.61,Ba - Computerwetenschappen,"2012 - 2013, 2016 - 2017, 2019 - 2020, 2022 - 2023, 2023 - 2024",Algs; Overzicht Algoritmes; Overzicht Bewijzen
H01P3A,Numerical Approximation with Application in Data Science,Samenvattingen,Slides / Lesmateriaal,17,28.65,Ba - Computerwetenschappen,"2010 - 2011, 2012 - 2013, 2019 - 2020",Alle Slides; Slides1+; Slides1
H01P3A,Numerical Approximation with Application in Data Science,Samenvattingen,Samenvattingen,7,237.49,Ba - Computerwetenschappen,"2016 - 2017, 2019 - 2020, 2021 - 2022, 2023 - 2024",Numerieke Benadering Samenvatting Jasper Visterin; Cursus Nmb Deel 2; Numerical Linear Alebra Ocr
H01P5B,Computerarchitectuur en systeemsoftware,Examens,Examens,25,38.2,Ba - Computerwetenschappen,"2011 - 2012, 2013 - 2014, 2014 - 2015, 2015 - 2016, 2017 - 2018",Cass Lessen; Voorbeeldexamens Maxim Bijnens; Cass Opgeloste Examenvragen En Termen (2018)
H01P5B,Computerarchitectuur en systeemsoftware,Oefenzittingen,Oefenzittingen,48,4.51,Ba - Computerwetenschappen,"2011 - 2012, 2013 - 2014, 2014 - 2015, 2019 - 2020, 2023 - 2024",Cass Oefenzittingen Tot Paasvakantie; S1 Introduction To C; S2 Introduction To Mips
H01P5B,Computerarchitectuur en systeemsoftware,Oefenzittingen,Labo & Code,10,0.01,Ba - Computerwetenschappen,2019 - 2020,Exercise1; Exercise2; Exercise3
H01P5B,Computerarchitectuur en systeemsoftware,Samenvattingen,Overig / Other,51,116.09,Ba - Computerwetenschappen,"2003 - 2004, 2008 - 2009, 2011 - 2012, 2012 - 2013, 2013 - 2014",3bbi Shortcut; [1 10] Historical Perspective; [2 15] Advanced Material Compiling C And Interpreting Java
H01P5B,Computerarchitectuur en systeemsoftware,Samenvattingen,Samenvattingen,27,320.15,Ba - Computerwetenschappen,"2011 - 2012, 2012 - 2013, 2013 - 2014, 2014 - 2015, 2015 - 2016",[1 10] Historical Perspective Samenvatting; Computer Organization And Design Risc V Edition 2020; Assembely Theorie Amir
H01P5B,Computerarchitectuur en systeemsoftware,Samenvattingen,Slides / Lesmateriaal,9,19.97,Ba - Computerwetenschappen,"2014 - 2015, 2019 - 2020, 2020 - 2021",Caches Extra Slides; Slides Uitgetypt; S1 Slides
H01Q8A,cvg3,Examens,Examens,2,0.23,Ba - Architectuur,2020 - 2021,Cvg3 Examenvragen; Opgeloste Examenvragen (1)
H01Q8A,cvg3,Samenvattingen,Overig / Other,7,91.48,Ba - Architectuur,"2015 - 2016, 2020 - 2021, 2024 - 2025",Details 2016; Details Cvg Bram Verbelen; Details Julie
H01Q8A,cvg3,Samenvattingen,Samenvattingen,3,81.49,Ba - Architectuur,2020 - 2021,Cvg Samenvatting Lv; Cvg3 Xandecoutere; Cvg 3 Samenvatting
H01S0A,Management accounting,Examens,Examens,1,0.03,Ba - Bedrijfsbeheer,2015 - 2016,Management Accounting Examenvragen
H01S0A,Management accounting,Oefenzittingen,Oefenzittingen,23,2.67,Ba - Bedrijfsbeheer,"2013 - 2014, 2018 - 2019",Oef Hs10 (oplossing); Oef Hs10 78 Judds Reproductions; Oef Hs10 78 Judds Reproductions
H01S0A,Management accounting,Samenvattingen,Samenvattingen,3,62.74,Ba - Bedrijfsbeheer,"2015 - 2016, 2017 - 2018, 2018 - 2019",[2018 19] Samenvatting Management Accounting Tibo Geenen; Ma Algemene Samenvatting Emile Derache; Managerial Accounting Hilton 9e 2010 1 P
H01S0A,Management accounting,Samenvattingen,Overig / Other,8,15.02,Ba - Bedrijfsbeheer,2013 - 2014,Coming Up Short On Nonfinancial Performnce Measurement; Extra Teksten Hs10 (budgeting Games Played); Extra Teksten Hs11 (fairness & Transfer Pricing)
H01S0A,Management accounting,Samenvattingen,Slides / Lesmateriaal,18,9.3,Ba - Bedrijfsbeheer,"2013 - 2014, 2018 - 2019",Slides Deel 1 (hs1 Inleiding & Hs3 Kosten Besluitvorming); Slides Deel 2 (hs4 Kosten Toewijzen); Slides Deel 3 (hs5 Abc)
H01S4C,Westerse architectuurtheorie: inleiding,Examens,Examens,9,4.14,Ba - Architectuur,"2017 - 2018, 2018 - 2019, 2019 - 2020, 2023 - 2024",Examenvragen At Definitief[1] Uitgebreid; Examenvragen 2024 Voorbereiding; Examenvragen At Definitief[1] Uitgebreid
H01S4C,Westerse architectuurtheorie: inleiding,Oefenzittingen,Oefenzittingen,1,0.02,Ba - Architectuur,2017 - 2018,20 Vragen
H01S4C,Westerse architectuurtheorie: inleiding,Oefenzittingen,Verslagen & Projecten,254,110.83,Ba - Architectuur,"2013 - 2014, 2014 - 2015, 2015 - 2016, 2016 - 2017, 2017 - 2018",1 Vincent Van Praet; 1 Astrid Van Puyvelde; 1 Britt Van Rompaey
H01S4C,Westerse architectuurtheorie: inleiding,Samenvattingen,Overig / Other,6,49.09,Ba - Architectuur,"2017 - 2018, 2023 - 2024",At Belangrijke Namen Bram Verbelen; Plannen Woningen Architectuur Theorie Bram Verbelen; Architectuurtheorie Woninganalyse
H01S4C,Westerse architectuurtheorie: inleiding,Samenvattingen,Samenvattingen,67,240.71,Ba - Architectuur,"2013 - 2014, 2014 - 2015, 2016 - 2017, 2018 - 2019, 2019 - 2020",At Samenvatting Bram Verbelen; Samenvatting Dat Is Architectuur 1 Benjamin Rowe; Samenvatting 1 1 Arch&bouwen Les1
H01S4C,Westerse architectuurtheorie: inleiding,Samenvattingen,Slides / Lesmateriaal,19,190.97,Ba - Architectuur,"2012 - 2013, 2017 - 2018, 2018 - 2019, 2019 - 2020",Pp Hfdst 2 1 Authenticiteit; Pp Hfdst 2 2 28feb; Pp Hfdst 2 3 7 Mrt
H01S6B,Westerse architectuurgeschiedenis: Middeleeuwen tot Nieuwste Tijd,Examens,Examens,5,0.11,Ba - Architectuur,"2017 - 2018, 2018 - 2019",Examenvragen Archgesch; Examenvragen Opgelost 2; Vakwiki's Gesch
H01S6B,Westerse architectuurgeschiedenis: Middeleeuwen tot Nieuwste Tijd,Oefenzittingen,Oefenzittingen,14,23.1,"Ba - Architectuur, Ba - Architectuur en omgeving","2017 - 2018, 2020 - 2021, 2023 - 2024, 2024 - 2025",Toetsvragen Jody; Typevragen Architectuurgeschiedenis (1) Compressed; Typevragen Watkin Aangevuld
H01S6B,Westerse architectuurgeschiedenis: Middeleeuwen tot Nieuwste Tijd,Samenvattingen,Overig / Other,26,305.52,Ba - Architectuur,"2015 - 2016, 2017 - 2018, 2018 - 2019, 2019 - 2020, 2023 - 2024",Céline; Kerken; Overzichtfoto's
H01S6B,Westerse architectuurgeschiedenis: Middeleeuwen tot Nieuwste Tijd,Samenvattingen,Samenvattingen,119,801.56,"Ba - Architectuur, Ba - Architectuur en omgeving","2010 - 2011, 2012 - 2013, 2013 - 2014, 2015 - 2016, 2016 - 2017",Samenvatting Watkin; Samenvatting Boek; Middeleeuwen Samenvatting
H01S6B,Westerse architectuurgeschiedenis: Middeleeuwen tot Nieuwste Tijd,Samenvattingen,Slides / Lesmateriaal,19,522.48,Ba - Architectuur,"2017 - 2018, 2018 - 2019, 2019 - 2020",Ag Gebouwen Coomans; Ag Gebouwen Heynen; Toetsvragen Bij Presentaties
H01T0A,Cel- en Weefselbiologie,Examens,Examens,1,0.18,Ba - Technologie van de levende systemen [OLD],2016 - 2017,Verzamelde Examenvragen
H01T0A,Cel- en Weefselbiologie,Samenvattingen,Slides / Lesmateriaal,1,34.34,Ba - Technologie van de levende systemen [OLD],2016 - 2017,Celbio & Histologie 100 Slides Enkele Van De Belangrijkste Afbeeldingen
H01T0A,Cel- en Weefselbiologie,Samenvattingen,Samenvattingen,1,0.5,Ba - Technologie van de levende systemen [OLD],2016 - 2017,Celbio Weefselfysiologie Samenvatting
H01T1A,Lineaire algebra,Examens,Examens,2,0.03,Ba - Architectuur,2017 - 2018,Examen Algebra; Veel Gemaakte Fouten Op Het Examen Lineaire Algebra
H01T1A,Lineaire algebra,Oefenzittingen,Oefenzittingen,3,16.11,Ba - Architectuur,"2017 - 2018, 2023 - 2024",Theorievragen Algebra; Vragen Algebra; Lineaire Algebra Oplossingen Oefeningen Bram Verbelen
H01T1A,Lineaire algebra,Samenvattingen,Overig / Other,3,0.53,Ba - Architectuur,2017 - 2018,Bewijzen Lineaire Algebra; Doordenkers1; Doordenkers2
H01T1A,Lineaire algebra,Samenvattingen,Samenvattingen,1,2.06,Ba - Architectuur,2017 - 2018,Samenvatting Lin Alg
H01T3C,Informatica,Examens,Examens,5,0.32,Ba - Architectuur,2017 - 2018,Examen Poker; Examenoefening Person; Examenvraag Toledo
H01T3C,Informatica,Oefenzittingen,Oefenzittingen,70,7.25,Ba - Architectuur,"2011 - 2012, 2012 - 2013, 2017 - 2018, 2023 - 2024",Java Bluej Oplossingen; Oplossingen Oefenzittingen; Stof Tot Nadenken
H01T3C,Informatica,Oefenzittingen,Verslagen & Projecten,1,0.04,Ba - Architectuur,2017 - 2018,Het Club Project
H01T3C,Informatica,Oefenzittingen,Labo & Code,24,0.03,Ba - Architectuur,2023 - 2024,Monument Opl; Natuurschoon Opl; Rondreis Opl
H01T3C,Informatica,Samenvattingen,Overig / Other,3,0.17,"Ba - Architectuur, Ba - Computerwetenschappen","2017 - 2018, 2019 - 2020, 2024 - 2025",Begrippenlijst Informatica; Informatica Begrippen En Commando's Xan Decoutere; Linknaarinformaticadrive
H01T4A,DEP,Samenvattingen,Overig / Other,4,53.22,"Ma - Biomedical Engineering, Ma - Chemical Engineering","2010 - 2011, 2017 - 2018, 2025 - 2026","Template Presentation Department Cit; Scan0002; Color Atlas Of Human Anatomy, Volume I Locomotor System (platzer, 3th Ed)"
H01T7D,Architectuurontwerp 1A,Oefenzittingen,Verslagen & Projecten,4,13.15,Ba - Architectuur,2023 - 2024,1 Bira Bundel Ontwerp Media Bram Veerbelen; 1 Bira Selectiebundel 1b Bram Verbelen A3; 1 Bira Selectiebundel 1b Bram Verbelen A4
H01U1A,Constructie van gebouwen 4,Examens,Examens,13,5.45,Ma - Architectuur,"2014 - 2015, 2020 - 2021",Overzicht Vragen2015 (andrew B's Conflicted Copy 2015 06 14); Overzicht Vragen2015 (exemplaar Met Conflict Van Michael Van Steijvoort 2015 05 28); Overzicht Vragen2015 (exemplaar Met Conflict Van Michiel Hubin 2015 06 06) (exemplaar Met Conflict Van Michael Van Steijvoort 2015 06 06)
H01U1A,Constructie van gebouwen 4,Oefenzittingen,Oefenzittingen,1,18.47,Ma - Architectuur,2020 - 2021,Grondmechanica Oefenzitting 1 (15 03)2
H01U1A,Constructie van gebouwen 4,Samenvattingen,Overig / Other,81,388.54,Ma - Architectuur,"2007 - 2008, 2020 - 2021",Analyse Gerechtsgebouw Antwerpen; Materialen Gerechtsgebouw Antwerpen; Analyse Gerechtsgebouw Gent
H01U1A,Constructie van gebouwen 4,Samenvattingen,Samenvattingen,31,102.06,Ma - Architectuur,"2002 - 2003, 2020 - 2021","Bouweconomie Les 4,5 Gebruikskosten Gebouwen (02 03, 03 03); Bouweconomie Les 4,5,6 Gebruikskosten Gebouwen (02 03, 03 03, 09 03); Bouweconomie Les 5 Bijlage (03 03)"
H01U3C,Computationeel ontwerpen,Examens,Examens,8,1.12,Ba - Architectuur,2020 - 2021,"Exam Mathijs Knevels [q1,2 3]; Exam Mathijs Vantrappen Totenmetvraag4 4; Q2 Tiling Panels [simplefied]"
H01U3C,Computationeel ontwerpen,Oefenzittingen,Labo & Code,137,0.33,Ba - Architectuur,"2019 - 2020, 2020 - 2021",Bf Refine 3d Curve; Bf Refine 3d Line; Bf Refine Circle
H01U3C,Computationeel ontwerpen,Oefenzittingen,Oefenzittingen,1,0.03,Ba - Architectuur,2019 - 2020,Noise 1 2 2 Cp34 None Win Amd64
H01U3C,Computationeel ontwerpen,Samenvattingen,Overig / Other,1,0.01,Ba - Architectuur,2020 - 2021,Co Commandos En Syntaxis
H01U3C,Computationeel ontwerpen,Samenvattingen,Samenvattingen,1,0.05,Ba - Architectuur,2023 - 2024,Samenvatting Co Programmastrategieën
H01V0A,Westerse architectuurgeschiedenis: 19e-21e eeuw,Oefenzittingen,Verslagen & Projecten,8,17.45,Ma - Biomedical Engineering,2013 - 2014,Reg1 Demons; Reg2 Understanding Demons; Reg3 Diffdem
H01V0A,Westerse architectuurgeschiedenis: 19e-21e eeuw,Samenvattingen,Slides / Lesmateriaal,12,167.86,Ma - Biomedical Engineering,2013 - 2014,Slides Version 2013 2014; Mia1 Introduction Slides; Mia10 Imageguidedinterventions Slides
H01V8A,Aanvullingen wiskunde,Oefenzittingen,Oefenzittingen,17,6.15,Ba - Architectuur,"2018 - 2019, 2019 - 2020",Av Hfdst5; Modeloplossingen Aw 2019 Oefensessie 02; Modeloplossingen Aw 2019 Oefensessie 1
H01V8A,Aanvullingen wiskunde,Samenvattingen,Overig / Other,8,0.77,Ba - Architectuur,"2018 - 2019, 2019 - 2020, 2023 - 2024",Stappenplan Oplossen Differentiaalvergelijking Améliepetitjean; Mupad Aw Hfst01 Lineairedv 2019; Mupad Aw Hfst02 Fourierreeksen 2019
H01Z2A,Elektrische netwerken,Examens,Examens,54,113.12,Ba - Algemene gemeenschappelijke basis,"2010 - 2011, 2011 - 2012, 2015 - 2016, 2016 - 2017, 2017 - 2018",Alle Examenoplossingen Tot 2021; Elektriciteit Examenvragen Oplossingen; Elektrische Netwerken Examenvragen Jaspervis 2020 2021(1)
H01Z2A,Elektrische netwerken,Oefenzittingen,Oefenzittingen,34,417.93,Ba - Algemene gemeenschappelijke basis,"2010 - 2011, 2011 - 2012, 2021 - 2022, 2023 - 2024, 2024 - 2025",Hs 01; Hs 02; Hs 03
H01Z2A,Elektrische netwerken,Samenvattingen,Overig / Other,6,70.67,Ba - Algemene gemeenschappelijke basis,"2010 - 2011, 2015 - 2016, 2021 - 2022",[2016 17] Stappenplan Elektrische Netwerken Tibo Geenen; Problem Solving Companion; Werkzitting 1 En Nick Hosewol
H01Z2A,Elektrische netwerken,Samenvattingen,Samenvattingen,15,46.57,Ba - Algemene gemeenschappelijke basis,"2014 - 2015, 2015 - 2016, 2016 - 2017, 2019 - 2020, 2021 - 2022","Elektrische Netwerken Synthese (aurian Baudhuin); Elektrische Netwerken Samenvatting Martijn Berger; Formules (hanna Leysen, 2024 2025)"
H02A1A,Declarative Problem Solving Paradigms in AI,Examens,Examens,3,0.45,"Ma - Computer Science, ManaMa - Artificial Intelligence",2024 - 2025,Example Exam Questions; Example Exam Solution; Example Exam Questions
H02A1A,Declarative Problem Solving Paradigms in AI,Oefenzittingen,Oefenzittingen,1,0.02,Ma - Computer Science,2024 - 2025,Extra Modelling Challenges Assignments
H02A1A,Declarative Problem Solving Paradigms in AI,Samenvattingen,Overig / Other,2,0.11,Ma - Computer Science,2024 - 2025,Extra Modeling Challenges; Extra Modelling Challenges Student Solutions
H02A5A,Computer Vision,Examens,Examens,3,0.23,Ma - Computer Science,2022 - 2023,Aplai Theory (danaë Van De Velde); Exampleexam(1); T Exam2223
H02A5A,Computer Vision,Oefenzittingen,Oefenzittingen,6,0.37,Ma - Computer Science,2022 - 2023,Aplai E1(1); Aplai E2; Aplai E3
H02A5A,Computer Vision,Samenvattingen,Overig / Other,2,13.81,"Ma - Computer Science, ManaMa - Artificial Intelligence","2022 - 2023, 2023 - 2024",Bratko Prolog; Minizinc Handbook
H02A5A,Computer Vision,Samenvattingen,Samenvattingen,1,0.0,Ma - Computer Science,2022 - 2023,Cheatsheet Minizinc
H02A5A,Computer Vision,Samenvattingen,Slides / Lesmateriaal,8,6.27,Ma - Computer Science,2022 - 2023,T01 Introduction; T02 Basicmodelling; T03 Conspredicates
H02A6A,Speech Recognition,Examens,Examens,3,1.84,Ma - Computer Science,2020 - 2021,Q 17 01 2017; Questions Jan2019 1; Solutions Jan2019 1
H02A6A,Speech Recognition,Samenvattingen,Slides / Lesmateriaal,12,81.05,Ma - Computer Science,2020 - 2021,Ch10 Systems; Ch1a Intro; Ch1b Human Ear
H02A8A,Audio and Speech Processing,Examens,Examens,2,2.24,Ma - Electrical Engineering,"2017 - 2018, 2018 - 2019",Examenvragen Spraak; Examenvragen
H02A8A,Audio and Speech Processing,Samenvattingen,Slides / Lesmateriaal,10,29.64,Ma - Electrical Engineering,2017 - 2018,Lecture 1; Lecture 1 2pp; Lecture 3
H02A9A,Software for Real-time and Embedded Systems,Samenvattingen,Samenvattingen,1,1.39,Ma - Computer Science,2021 - 2022,Samenvatting Md
H02B1A,Natural Language Processing,Samenvattingen,Overig / Other,1,23.27,ManaMa - Artificial Intelligence,2023 - 2024,Book Speech And Language Processing
H02C1A,Machine Learning and Inductive Inference,Samenvattingen,Samenvattingen,2,12.3,Ma - Biomedical Engineering,2022 - 2023,Machine Learning And Inductive Inference Samenvatting Gladines; Notities Mlii Gladines
H02C3A,Knowledge Representation,Examens,Examens,11,1.13,Ma - Computer Science,2021 - 2022,14 06 13; 15 06 12; 15 06 24
H02C3A,Knowledge Representation,Oefenzittingen,Oefenzittingen,16,2.03,Ma - Computer Science,2021 - 2022,Cheatsheet; Exercise1; Solutions1
H02C3A,Knowledge Representation,Oefenzittingen,Labo & Code,20,0.01,Ma - Computer Science,2021 - 2022,General Model Expansion(1); Sudoku Initial(1); Tsp Initial
H02C3A,Knowledge Representation,Samenvattingen,Slides / Lesmateriaal,6,2.65,Ma - Computer Science,2021 - 2022,Lecture1 Handouts; Lecture2 Handouts; Lecture3 Handouts
H02C5A,Object Oriented Programming,Examens,Examens,2,0.04,Ma - Biomedical Engineering,2023 - 2024,Exam Oop 12 June 2024; Exam Oop 6 September 2024
H02C6A,Data Mining,Examens,Examens,3,1.61,Ma - Computer Science,2019 - 2020,Exam Data Mining 2016; Exam Data Mining 2017; Jdavis Exam
H02C6A,Data Mining,Oefenzittingen,Oefenzittingen,16,3.34,Ma - Computer Science,2019 - 2020,Session2 Solutions; Session3 Solutions; Session4 Solutions
H02C6A,Data Mining,Samenvattingen,Samenvattingen,2,31.61,Ma - Computer Science,2019 - 2020,Course Notes Data Mining; Summary Datamining Ravoet
H02C6A,Data Mining,Samenvattingen,Overig / Other,28,193.59,Ma - Computer Science,2019 - 2020,Session1; Introduction To Linear And Logistic Regression; Session2
H02C6A,Data Mining,Samenvattingen,Slides / Lesmateriaal,22,21.65,Ma - Computer Science,2019 - 2020,10 Jdavis Anomaly; 11 Jdavis Wrapup; 1 Jdavis Intro V2
H02C8A,Information Retrieval and Search Engines,Examens,Examens,1,0.37,Ma - Computer Science,2023 - 2024,2024 Fvar Exam Sample
H02C8A,Information Retrieval and Search Engines,Samenvattingen,Slides / Lesmateriaal,1,89.6,Ma - Computer Science,2023 - 2024,Allslides Vr
H02D1A,Genetic Algorithms and Evolutionary Computing,Examens,Examens,1,0.71,Ma - Computer Science,2023 - 2024,Summery Ea With Solved Exam Questions2023 2024
H02D1A,Genetic Algorithms and Evolutionary Computing,Samenvattingen,Overig / Other,1,0.09,Ma - Mobility and Supply Chain Engineering,2022 - 2023,Overview Of Course Elements 2023 Silke Van Poeyer
H02D1A,Genetic Algorithms and Evolutionary Computing,Samenvattingen,Slides / Lesmateriaal,12,139.87,Ma - Mobility and Supply Chain Engineering,2022 - 2023,1 Python; 10 Cloud Computing Ii; 11 Cloud Computing Iii
H02D2A,Uncertainty in Artificial Intelligence,Examens,Examens,1,8.65,ManaMa - Artificial Intelligence,2023 - 2024,Exam Questions Found In Q&a Solutions By Profs
H02D2A,Uncertainty in Artificial Intelligence,Oefenzittingen,Oefenzittingen,12,2.06,ManaMa - Artificial Intelligence,2023 - 2024,Assignment1; Assignment1 Solution; Assignment2
H02D2A,Uncertainty in Artificial Intelligence,Samenvattingen,Overig / Other,1,13.86,ManaMa - Artificial Intelligence,2023 - 2024,Bayesian Reasoning And Machine Learning
H02D3A,Support Vector Machines: Methods and Applications,Samenvattingen,Overig / Other,5,3.77,Ma - Computer Science,2022 - 2023,Lssvmlab; Svm Int Matlab; Svmes1
H02H6B,Bio-informatics,Examens,Examens,7,139.86,"Ma - Biomedical Engineering, Ma - Mathematical Engineering","2021 - 2022, 2022 - 2023, 2024 - 2025",Bi Exam Questions Annelien Eyskens; Conceptual Overview + Exam Questions Bi (laurens Jansen); Exam 12 June 2023
H02H6B,Bio-informatics,Oefenzittingen,Oefenzittingen,1,0.59,Ma - Biomedical Engineering,2021 - 2022,Vragen 2022 Bio Informatica
H02H6B,Bio-informatics,Samenvattingen,Overig / Other,2,4.64,"Ma - Biomedical Engineering, Ma - Mathematical Engineering","2021 - 2022, 2024 - 2025",Biological Sequence Analysis Probabilistic Models Of Proteins And Nucleic Acids Compress; Theory Questions Bio Informatics Jasper Visterin
